id	queueId	annotCellTreatment	annotCellLine	annotCellType	annotAnatomy	harvestSite	sourceSpecies	annotSpecies	annotDisease	annotDevStage	annotSex	note
2893111	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893538	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893139	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893458	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893537	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893277	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893520	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893484	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893625	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893551	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893614	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893464	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893662	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893577	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893686	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893365	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893639	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893182	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893313	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893595	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893357	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893626	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893174	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893541	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893245	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893444	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893151	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893375	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893436	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893135	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893363	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893268	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893531	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893623	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893085	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893616	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893160	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893307	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893628	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893646	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893580	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893681	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893605	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893496	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893147	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893670	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893571	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893238	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893627	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893165	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893121	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893197	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893255	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893527	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893519	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893127	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893229	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893298	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893240	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893576	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893244	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893525	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893352	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893252	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893235	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893232	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893426	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893225	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893102	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893420	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893138	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893382	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893181	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893598	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893117	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893617	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893301	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893112	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893635	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893544	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893129	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893217	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893123	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893195	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893258	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893234	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893086	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893586	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893193	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893295	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893392	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893633	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893118	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893305	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893588	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893679	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893439	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893663	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893206	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893593	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893219	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893672	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893159	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893267	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893281	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893488	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893370	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893393	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893302	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893610	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893361	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893273	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893384	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893493	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893347	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893479	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893241	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893237	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893088	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893547	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893469	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893312	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893373	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893327	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893247	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893113	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893091	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893482	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893559	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893422	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893490	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893675	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893399	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893435	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893570	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893509	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893408	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893658	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893550	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893171	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893187	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893100	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893427	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893251	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893329	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893480	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893226	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893412	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893271	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893491	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893224	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893191	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893579	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893600	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893205	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893083	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893256	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893155	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893574	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893652	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893643	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893455	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893082	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893253	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893390	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893460	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893358	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893202	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893190	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893220	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893310	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893542	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893609	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893124	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893326	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893647	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893573	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893668	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893514	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893429	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893506	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893133	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893528	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893585	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893126	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893246	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893142	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893283	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893589	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893227	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893667	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893318	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893208	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893162	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893497	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893629	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893512	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893563	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893468	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893431	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893462	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893387	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893446	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893288	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893192	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893115	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893210	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893599	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893157	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893465	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893596	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893136	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893325	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893137	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893265	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893645	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893554	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893172	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893335	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893386	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
2893413	469	0	Primary		embryo	0	Drosophila melanogaster	Drosophila melanogaster		embryonic stage	"m,f"	Twist-H2B strain
